1stInstance | construct
1stInstance | Try to get FILE Lock
1stInstance | LockKey: 0.46428700 1384010117
1stInstance | LockKey not confirmed
1stInstance | Expected: 0.46428700 1384010117
1stInstance | Actual: 0.46428700 1384010117

1stInstance | destruct
1stInstance | Unlock
1stInstance | Unlock file
1stInstance | successful
2014.01.07 20:57:33 | testGetNextClimper | Open DataHandler
2014.01.07 20:57:33 | testGetNextClimper | Try to get FILE Lock
2014.01.07 20:57:33 | testGetNextClimper | LockKey: testGetNextClimper
2014.01.07 20:57:33 | testGetNextClimper | Lock created
2014.01.07 20:57:33 | testGetNextClimper | Lock created, Timeout: 1000000
2014.01.07 20:57:33 | testGetNextClimper | File Read successfully
2014.01.07 20:57:33 | testGetNextClimper | Try to unlock file
2014.01.07 20:57:33 | testGetNextClimper | Unlock file successful
2014.01.07 20:57:33 | testGetNextClimper | Close DataHandler
2014.01.07 20:58:09 | testGetNextClimper | Open DataHandler
2014.01.07 20:58:09 | testGetNextClimper | Try to get FILE Lock
2014.01.07 20:58:09 | testGetNextClimper | LockKey: testGetNextClimper
2014.01.07 20:58:09 | testGetNextClimper | Lock created
2014.01.07 20:58:09 | testGetNextClimper | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | testGetNextClimper | File Read successfully
2014.01.07 20:58:09 | testGetNextClimper | Try to unlock file
2014.01.07 20:58:09 | testGetNextClimper | Unlock file successful
2014.01.07 20:58:09 | testGetNextClimper | Close DataHandler
2014.01.07 20:58:09 | 1stInstance_testEditLine | Open DataHandler
2014.01.07 20:58:09 | 1stInstance_testEditLine | Try to get FILE Lock
2014.01.07 20:58:09 | 1stInstance_testEditLine | LockKey: 1stInstance_testEditLine
2014.01.07 20:58:09 | 1stInstance_testEditLine | Lock created
2014.01.07 20:58:09 | 1stInstance_testEditLine | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 1stInstance_testEditLine | File Read successfully
2014.01.07 20:58:09 | 1stInstance_testEditLine | Try to unlock file
2014.01.07 20:58:09 | 1stInstance_testEditLine | Unlock file successful
2014.01.07 20:58:09 | 1stInstance_testEditLine | Close DataHandler
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Open DataHandler
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Try to get FILE Lock
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | LockKey: 1stInstance_testIsClimperInDatabasePositive
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Lock created
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | File Read successfully
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Try to unlock file
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Unlock file successful
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabasePositive | Close DataHandler
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Open DataHandler
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Try to get FILE Lock
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | LockKey: 1stInstance_testIsClimperInDatabaseNegative
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Lock created
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | File Read successfully
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Try to unlock file
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Unlock file successful
2014.01.07 20:58:09 | 1stInstance_testIsClimperInDatabaseNegative | Close DataHandler
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Open DataHandler
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Try to get FILE Lock
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | LockKey: 1stInstance_testAddNewEmptyKlimperDataset
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Lock created
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | File Read successfully
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Try to unlock file
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Unlock file successful
2014.01.07 20:58:09 | 1stInstance_testAddNewEmptyKlimperDataset | Close DataHandler
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Open DataHandler
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Try to get FILE Lock
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | LockKey: 2ndInstance_testAddNewEmptyKlimperDataset
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Lock created
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | File Read successfully
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Try to unlock file
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Unlock file successful
2014.01.07 20:58:09 | 2ndInstance_testAddNewEmptyKlimperDataset | Close DataHandler
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Open DataHandler
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Try to get FILE Lock
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | LockKey: 1stInstance_testIncrementDay
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Lock created
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | File Read successfully
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Try to unlock file
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Unlock file successful
2014.01.07 20:58:09 | 1stInstance_testIncrementDay | Close DataHandler
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Open DataHandler
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Try to get FILE Lock
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | LockKey: 2ndInstance_testIncrementDay
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Lock created
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Lock created, Timeout: 1000000
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | File Read successfully
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Try to unlock file
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Unlock file successful
2014.01.07 20:58:09 | 2ndInstance_testIncrementDay | Close DataHandler
2014.01.07 20:58:19 | testGetNextClimper | Open DataHandler
2014.01.07 20:58:19 | testGetNextClimper | Try to get FILE Lock
2014.01.07 20:58:19 | testGetNextClimper | LockKey: testGetNextClimper
2014.01.07 20:58:19 | testGetNextClimper | Lock created
2014.01.07 20:58:19 | testGetNextClimper | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | testGetNextClimper | File Read successfully
2014.01.07 20:58:19 | testGetNextClimper | Try to unlock file
2014.01.07 20:58:19 | testGetNextClimper | Unlock file successful
2014.01.07 20:58:19 | testGetNextClimper | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testEditLine | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testEditLine | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testEditLine | LockKey: 1stInstance_testEditLine
2014.01.07 20:58:19 | 1stInstance_testEditLine | Lock created
2014.01.07 20:58:19 | 1stInstance_testEditLine | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testEditLine | File Read successfully
2014.01.07 20:58:19 | 1stInstance_testEditLine | Try to unlock file
2014.01.07 20:58:19 | 1stInstance_testEditLine | Unlock file successful
2014.01.07 20:58:19 | 1stInstance_testEditLine | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | LockKey: 1stInstance_testIsClimperInDatabasePositive
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Lock created
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | File Read successfully
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Try to unlock file
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Unlock file successful
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabasePositive | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | LockKey: 1stInstance_testIsClimperInDatabaseNegative
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Lock created
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | File Read successfully
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Try to unlock file
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Unlock file successful
2014.01.07 20:58:19 | 1stInstance_testIsClimperInDatabaseNegative | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | LockKey: 1stInstance_testAddNewEmptyKlimperDataset
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Lock created
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | File Read successfully
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Try to unlock file
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Unlock file successful
2014.01.07 20:58:19 | 1stInstance_testAddNewEmptyKlimperDataset | Close DataHandler
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Open DataHandler
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Try to get FILE Lock
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | LockKey: 2ndInstance_testAddNewEmptyKlimperDataset
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Lock created
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | File Read successfully
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Try to unlock file
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Unlock file successful
2014.01.07 20:58:19 | 2ndInstance_testAddNewEmptyKlimperDataset | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | LockKey: 1stInstance_testIncrementDay
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Lock created
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | File Read successfully
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Try to unlock file
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Unlock file successful
2014.01.07 20:58:19 | 1stInstance_testIncrementDay | Close DataHandler
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Open DataHandler
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Try to get FILE Lock
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | LockKey: 2ndInstance_testIncrementDay
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Lock created
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | File Read successfully
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Try to unlock file
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Unlock file successful
2014.01.07 20:58:19 | 2ndInstance_testIncrementDay | Close DataHandler
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | Open DataHandler
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | Try to get FILE Lock
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | LockKey: 1stInstance_testPreventMultipleAccessToDatafile
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | Lock created
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | Lock created, Timeout: 1000000
2014.01.07 20:58:19 | 1stInstance_testPreventMultipleAccessToDatafile | File Read successfully
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | Open DataHandler
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | Try to get FILE Lock
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:19 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File still locked
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | could not get lock (timeout occured)
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File could not be read!
2014.01.07 20:58:20 | 1stInstance_testPreventMultipleAccessToDatafile | unset now
2014.01.07 20:58:20 | 1stInstance_testPreventMultipleAccessToDatafile | Try to unlock file
2014.01.07 20:58:20 | 1stInstance_testPreventMultipleAccessToDatafile | Unlock file successful
2014.01.07 20:58:20 | 1stInstance_testPreventMultipleAccessToDatafile | Close DataHandler
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Try to get FILE Lock
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | LockKey: 2ndInstance_testPreventMultipleAccessToDatafile
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Lock created
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Lock created, Timeout: 1000000
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | File Read successfully
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Try to unlock file
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Unlock file successful
2014.01.07 20:58:20 | 2ndInstance_testPreventMultipleAccessToDatafile | Close DataHandler
